text
"Basically, The cooperative society meeting is at noon. immediately."
"Sir, The field needs to be plowed before the rains. right now."
"Sir, Is the office open on Saturdays? immediately."
"Hello, The animals are grazing in the open field.??"
"Basically, With a family of Joint household, we are struggling as a middle income household. right now."
"Hello, My quarter acre produces Turmeric, which earns me 12500 per month annually.."
"Sir, To improve my Arhar yield, I need a Grafts through the SAFAL. right now."
Only meager income beneficiaries can apply for this Direct Benefit Transfer.
"Basically, My Cross-bred cows and Vannamei require a loan of 50L."
"Sir, With 3 lakhs per year income, can I afford Neem Oil and Holstein Friesian???"
"Sir, My Calves and Tiger Prawns require a loan of 7,50,000. please."
"Hello, I have attached my family income of 1 lakh certificate with the application.."
"To be honest, My application was rejected because I am not considered household income of 2 lakhs.."
"Actually, I want to ask about the interest rates. please."
"Actually, Who is the current sarpanch of this area? please."
"Hello, Transportation costs have gone up significantly.??"
The Namo Shetkari Maha Sanman Nidhi is exclusively for family income of 1 lakh farmers. immediately.
"Basically, I grow Rubber and Rajma on my 2 acres and 5 gunthas of Nahri land. right now."
"To be honest, My Boar shed needs repair before the Dry season starts. immediately."
"To be honest, Is there any special subsidy on Di-ammonium Phosphate for daily wage earner households?."
Is there a special quota for Ahir farmers? please.
"Actually, We struggle because our household income is only 1,20,000 per year. please."
"Actually, I have a pending debt of 1.5 lakhs with the cooperative. immediately."
"Hello, Government benefits for seasonal income families have not reached me yet.."
This season has been very difficult for us.??
"Basically, My Broilers and Vannamei require a loan of Rs. 10,000.."
"To be honest, The animals are grazing in the open field. please."
"Sir, Since I fall under the high income group, I cannot pay high interest. immediately."
"Hello, We usually harvest in the early morning. immediately."
"Basically, I will come back next week to check.??"
"To be honest, Can I get a subsidy for Boom Sprayer if I own 10 dhurs?"
"Basically, We are waiting for the monsoon to arrive. immediately."
"To be honest, Is there any special subsidy on Mini Tractor for average income households?."
"To be honest, Thank you for your help yesterday. please."
"Actually, I need to go to the market tomorrow morning. immediately."
"Actually, We use DAP and Motor for farming Linseed in the Late Kharif. right now."
"Hello, The soil is very dry this year. right now."
"Sir, This season has been very difficult for us.??"
"I declared 75,000 yearly on my income certificate. please."
"Hello, I declared 5,000 per month on my income certificate.??"
"To be honest, Agriculture is the backbone of our economy. immediately."
"Actually, I am planning to start Prawns farming. right now."
"Basically, The weather has been very unpredictable lately. please."
"Hello, We are waiting for the monsoon to arrive. right now."
"Hello, My Sahiwal and Pangasius require a loan of 80 thousand. immediately."
"Sir, My application was rejected due to missing documents.."
"Actually, My total annual earnings from agriculture are 60,000 per year."
"Hello, I require a Combine Harvester to manage the harvest efficiently. right now."
"Basically, The HF Cow need vaccination urgently.??"
"To be honest, I sell milk from my Buck to the dairy.??"
"Sir, I will come back next week to check. right now."
"Hello, We use Paddy Seeds and Plastic Sheet for farming Apple in the Summer. right now."
"Sir, I will come back next week to check. please."
"To be honest, The weather has been very unpredictable lately. immediately."
"To be honest, My 100 ares produces Coffee, which earns me 25,000 per month annually. immediately."
How do I apply for Crop Insurance Scheme online? please.
The soil is very dry this year.??
"Basically, The fertilizer shop was closed today.??"
"Basically, Is there any government help available for us???"
"Actually, Can I get a subsidy for Weeder if I own 1 sarsahi?."
"Sir, Is there any government help available for us?"
"To be honest, Can Paschim Banga Gramin Bank provide a top-up on my existing 75000?."
"Sir, Agriculture is the backbone of our economy."
"Sir, Government benefits for middle income families have not reached me yet.."
"Sir, My Sheep and Rohu require a loan of 50k.."
"Sir, Barbari rearing is considered profitable by many here.."
"Actually, My Mandya shed needs repair before the Phalguna starts. immediately."
"To be honest, Is there any government help available for us? right now."
"Hello, The fertilizer shop was closed today. immediately."
"Sir, My son is studying in the city college. right now."
"Basically, I have a pending debt of 1 crore with the cooperative.??"
I have an account in the local branch..
"Hello, Does the bank offer lower interest rates for seasonal income applicants? please."
"To be honest, We use Sugarcane Harvester and Mini Tractor for farming Potato in the Summer.."
"Hello, The Swine need vaccination urgently. immediately."
"Actually, With 48,000 per year income, can I afford Monoblock Pump and Marwari?"
"Actually, Nazma, Husband of Usha, is the legal heir to this property. immediately."
"To be honest, The weather has been very unpredictable lately.??"
"Basically, The field needs to be plowed before the rains. right now."
"To be honest, We are a Undivided family living in a small house. please."
"Actually, The field needs to be plowed before the rains.??"
"Actually, The cooperative society meeting is at noon."
"Basically, Can you help me fill out this form? right now."
"Basically, Is there any special subsidy on Warehouse for small farmer income households?."
"Sir, I went to the bank to update my passbook. right now."
"Hello, As a sufficient income farmer, am I eligible for the Micro Irrigation Fund???"
"Basically, Who is the current sarpanch of this area? please."
The field needs to be plowed before the rains. immediately.
"Hello, I need to withdraw money for household expenses.??"
"Hello, 10 decimals of land is owned by my family in Bhingarpur. please."
"Sir, I grow Garlic and Coffee on my 5000 sq ft of Homestead land."
"Hello, I have attached my no regular income certificate with the application. please."
"To be honest, The village meeting is scheduled for next week. please."
"Basically, The animals are grazing in the open field.."
"Hello, Does the bank offer lower interest rates for family income of 1 lakh applicants???"
"Actually, This season has been very difficult for us. please."
"Basically, My son is studying in the city college. please."
"To improve my Sesame yield, I need a Plastic Sheet through the Jalyukt Shivar. right now."
"Sir, I have a pending debt of 25k with the cooperative. right now."
"Basically, This season has been very difficult for us.??"
"Hello, The village meeting is scheduled for next week.."
"Sir, My Silkworms and Fish require a loan of 90 thousand.."
"To be honest, Who is the current sarpanch of this area? immediately."
"Sir, The village meeting is scheduled for next week.??"
"To be honest, The village meeting is scheduled for next week.??"
"Actually, I have an account in the local branch.."
"Sir, I need to go to the market tomorrow morning. please."
"Basically, We usually harvest in the early morning. right now."
"Actually, The weather has been very unpredictable lately. right now."
"Basically, My Milch animals shed needs repair before the Magh starts."
The soil is very dry this year. immediately.
"To be honest, From Hiware Bazar, Saroj has requested a meeting.??"
"Actually, Since I fall under the household income of 2 lakhs group, I cannot pay high interest. please."
"Actually, I grow Tomato and Papaya on my 2000 sq yards of Barren land. right now."
"If the rain continues, my Bamboo harvest will be delayed.."
"Basically, The cooperative society meeting is at noon. immediately."
"Sir, I want to ask about the interest rates. immediately."
"Hello, With Rs. 1.2 lakhs per year income, can I afford Paddy Seeds and Beehives? right now."
"Hello, Thank you for your help yesterday.."
"To be honest, I have attached my meager income certificate with the application.??"
"Sir, Since the market price for Pearl Millet dropped, I am switching to Egg laying birds. immediately."
"Basically, Water scarcity is a major issue in our village.."
"Hello, I belong to the economically weaker section category and need financial help."
"Actually, This season has been very difficult for us. please."
"Basically, Is there a subsidy available for Sprinkler Set? right now."
Surti Buffalo rearing is considered profitable by many here.??
"Hello, 1 are of land is owned by my family in Tambaram.??"
"To be honest, The road to the farm is in bad condition. immediately."
"To be honest, My Broilers shed needs repair before the Kharif starts. please."
"Actually, My application was rejected because I am not considered low income. please."
"Basically, 1 ghumaon of land is owned by my family in Jatni. right now."
"Actually, I need to withdraw money for household expenses. immediately."
"Hello, Prices for Fish are high in the local market. please."
We are waiting for the monsoon to arrive. immediately.
"Hello, Can you check the status of my loan waiver???"
"Sir, I am Chacko, a 27-year-old resident of Rajasthan. please."
"Basically, Whenever the Post-monsoon arrives, we prepare the 10 marlas for sowing."
"Hello, I possess a valid card proving my BPL status.??"
"Sir, From Madhapur, Saddam has requested a meeting. right now."
"Actually, My application was rejected because I am not considered marginal farmer income.."
"To be honest, The animals are grazing in the open field."
"Hello, My Calves and Vannamei require a loan of Rs 50000. please."
"To be honest, We usually harvest in the early morning.??"
"Sir, How do I apply for Farmers Investment Support Scheme online? right now."
"Actually, The field needs to be plowed before the rains. immediately."
June-July farming of Cauliflower requires Paddy Transplanter and reliable irrigation. right now.
"Hello, Can you help me fill out this form? immediately."
"Sir, Is a family income of earning 10000 monthly eligible for this waiver? immediately."
"Basically, Only daily wage earner beneficiaries can apply for this KCC limit.."
"Actually, Farming is hard work but it is honest work.."
"Sir, My Quails and Shrimp require a loan of 25000. right now."
"Actually, A loan of 25,000 rupees is being processed by the District Central Cooperative Bank.."
"Basically, Please process my interest rebate as soon as possible. right now."
"Actually, My 25 decimals produces Banana, which earns me 1 lakh per annum annually.??"
"To be honest, The field needs to be plowed before the rains. immediately."
"Basically, Please update my status from APML to marginal farmer income in the passbook. right now."
I have attached my average income certificate with the application.
"Actually, Only low income beneficiaries can apply for this working capital. immediately."
"Sir, 5 grounds of land is owned by my family in Chandipur.??"
"To be honest, My Holstein Friesian and Catfish require a loan of 5 lakhs.."
"Hello, My Hens and Tiger Prawns require a loan of 7,50,000. immediately."
"To be honest, I have a pending debt of 50 lakhs with the cooperative.."
"To be honest, Government benefits for below poverty line families have not reached me yet.??"
"Hello, If the rain continues, my Fenugreek harvest will be delayed. please."
"Basically, Is the office open on Saturdays?."
"Actually, Can I get a subsidy for Cold Storage if I own 1 gunta? please."
"Actually, Before planting Lemon, we must test the soil.."
"Being from the S.T. category, do I get extra benefits? please."
"To be honest, I need to withdraw money for household expenses. please."
"Sir, Before planting Radish, we must test the soil. please."
"Basically, The SHC is exclusively for economically weaker section farmers.."
"Actually, I went to the bank to update my passbook. immediately."
"Hello, The village meeting is scheduled for next week.."
The village meeting is scheduled for next week. immediately.
"Sir, We use Sugarcane Harvester and Bt Cotton Seeds for farming Guava in the Harvesting season.??"
"Sir, The soil is very dry this year."
"To be honest, Thank you for your help yesterday. right now."
"To be honest, Feeding Buck costs me 5 lakhs per annum per year.."
"To be honest, The cooperative society meeting is at noon."
"To be honest, I need a loan to buy more Swine. right now."
"Basically, My son is studying in the city college. right now."
"Basically, The fertilizer shop was closed today. immediately."
"Actually, I need to buy some seeds from the local shop.??"
"Actually, I need to buy some seeds from the local shop. please."
"Hello, Since I fall under the no regular income group, I cannot pay high interest. immediately."
"Sir, I went to the bank to update my passbook."
"Actually, My pond is stocked with Fish and local fish. please."
"Sir, The Indian Overseas Bank has sanctioned a credit limit of 10L.."
"Basically, The village meeting is scheduled for next week. immediately."
"Basically, My total annual earnings from agriculture are 1,44,000 per year. right now."
"Sir, Farming is hard work but it is honest work. right now."
"Hello, Is there any special subsidy on Fodder Cutter for middle income households? please."
Is the office open on Saturdays???
"Hello, We are a low income family living in Khuda Ali Sher.."
"Hello, Since I fall under the marginal farmer income group, I cannot pay high interest. immediately."
"Basically, My family is classified as household income of 2 lakhs in the government records.??"
I possess a valid card proving my seasonal income status. immediately.
"To be honest, The fertilizer shop was closed today.."
"Hello, Only EWS beneficiaries can apply for this technical support. right now."
"To be honest, The soil is very dry this year. right now."
"Actually, I went to the bank to update my passbook. please."
"To be honest, Before planting Niger Seed, we must test the soil. please."
"Basically, My Black Bengal shed needs repair before the Harvesting season starts.??"
"Sir, While Farida manages the accounts, I handle the Oxen. right now."
The road to the farm is in bad condition..
"Basically, I am Nitin, a 59-year-old resident of Daman and Diu.??"
"To be honest, Should the bank approve my loan of Rupees 5 lakhs, I will buy a Brush Cutter. immediately."
"Actually, The fertilizer shop was closed today. immediately."
"Actually, Is the office open on Saturdays? please."
"Sir, I went to the bank to update my passbook.."
"Basically, Rabi season farming of Turmeric requires Zinc and reliable irrigation. please."
"Actually, Is the office open on Saturdays?"
"To be honest, The weather has been very unpredictable lately. right now."
"Sir, Does the PMKSY cover both Fenugreek and Rajma damages???"
"Sir, Who is the current sarpanch of this area?."
"Sir, I will come back next week to check."
"Hello, We need better electricity supply during the day. right now."
"Basically, Please tell me the procedure to meet the officer.??"
"Sir, I want to ask about the interest rates.??"
"Hello, Does the bank offer lower interest rates for meager income applicants???"
"To be honest, I possess a valid card proving my middle income status. immediately."
I have an account in the local branch.
"Actually, Thank you for your help yesterday.."
"Sir, The animals are grazing in the open field.??"
"Actually, I need to withdraw money for household expenses.??"
"Hello, If the rain continues, my Cauliflower harvest will be delayed.."
"Basically, My pond is stocked with Shrimp and local fish. please."
"Sir, I am the head of a household of 5 in Maheshwaram. right now."
"Hello, Please tell me the procedure to meet the officer."
"To be honest, My Tharparkar and Crabs require a loan of 25 thousand. immediately."
"Sir, I have attached my family income of 1 lakh certificate with the application. right now."
"Actually, We usually harvest in the early morning. please."
"Hello, The Jagananna Thodu is exclusively for small farmer income farmers.??"
"Sir, The cooperative society meeting is at noon.??"
"Actually, A loan of 1 crore is being processed by the Ujjivan Small Finance Bank. right now."
"To be honest, Please tell me the procedure to meet the officer. immediately."
My son is studying in the city college. right now.
"Actually, I belong to the meager income category and need financial help.."
"Basically, Can State Cooperative Bank provide a top-up on my existing Rs 15000? please."
"To be honest, The Anti-hail Net I bought last year is not working. immediately."
"Hello, We need better electricity supply during the day.."
"To be honest, The Drip Irrigation Subsidy is exclusively for economically weaker section farmers. please."
"Hello, The Punjab National Bank sanctioned 90000 for Greenhouse purchase. right now."
"Since the market price for Spinach dropped, I am switching to Doe."
"Actually, I am Mary, a 21-year-old resident of Uttaranchal.??"
"Hello, I declared 1,80,000 per year on my income certificate.??"
"Basically, Transportation costs have gone up significantly.."
"Basically, Since I fall under the below poverty line group, I cannot pay high interest.."
"To be honest, We struggle because our household income is only 80,000 per year. immediately."
"Basically, Padma, w/o Joginder, is the legal heir to this property. please."
"Hello, I will come back next week to check."
"Basically, Before planting Safflower, we must test the soil. please."
"Hello, Please update my status from APML to daily wage earner in the passbook.."
"Basically, Agriculture is the backbone of our economy. right now."
"Sir, We are waiting for the monsoon to arrive.??"
"To be honest, Please update my status from APML to marginal farmer income in the passbook. please."
"Basically, The cooperative society meeting is at noon. please."
"Sir, The State Cooperative Bank has sanctioned a credit limit of 49,000. right now."
"Sir, My application was rejected due to missing documents. immediately."
"Sir, I am the head of a 6 persons in Tenali.."
"Hello, My 1 decimal produces Arhar, which earns me Rs. 6000 pm annually.??"
"Actually, Is there a subsidy available for Fungicides?"
"Hello, I need to withdraw money for household expenses. please."
"Sir, The weather has been very unpredictable lately. immediately."
"Basically, To improve my Radish yield, I need a Plastic Sheet through the Drip Irrigation Subsidy.??"
The animals are grazing in the open field. please.
"To be honest, The road to the farm is in bad condition. right now."
"To be honest, I grow Sorghum and Cauliflower on my 5 vasas of Highland land.."
"To be honest, We are a meager income family living in Bolagarh. right now."
"Actually, I possess a valid card proving my household income of 2 lakhs status. immediately."
"Sir, I possess a valid card proving my EWS status. please."
"Hello, With a family of 7 members, we are struggling as a below poverty line household."
"To be honest, My total annual earnings from agriculture are earning 20000 monthly.."
"Basically, My total annual earnings from agriculture are 75,000 yearly.??"
"Actually, As a Gentleman farmer, I face unique challenges in Kakori. right now."
"Actually, The Zinc I bought last year is not working. immediately."
"Sir, Zaid season farming of Paddy requires Micronutrients and reliable irrigation.."
"To be honest, Does the bank offer lower interest rates for average income applicants?"
"Hello, Unless I receive the Rythu Bandhu benefit, I cannot afford new seeds.??"
"Actually, Whenever the Dry season arrives, we prepare the 1 ground for sowing. please."
"To be honest, We use Paddy Seeds and Drip Kit for farming Cloves in the Paddy season. immediately."
"Sir, My 10 killas produces Niger Seed, which earns me earning 10000 monthly annually. immediately."
"Hello, The field needs to be plowed before the rains."
"My 100 ares produces Chilli, which earns me 3 lakhs per year annually. please."
"Hello, Nirmala from Hodka applied for Godown Construction Subsidy and Mera Pani Meri Virasat. please."
"To be honest, We are expanding our Prawns business.??"
"Actually, I am repaying the 15 lakhs borrowed for my tractor. right now."
"Actually, Is there any special subsidy on Plough for small farmer income households? immediately."
"Actually, The field needs to be plowed before the rains.??"
"Hello, We use Thresher and Chaff Cutter for farming Cauliflower in the Wheat season. immediately."
"Sir, Since the market price for Orange dropped, I am switching to Surti Buffalo."
"Basically, Agriculture is the backbone of our economy.??"
"Basically, Is there any special subsidy on Seedlings for seasonal income households?."
"I am Ram Lal, a 49-year-old resident of Uttar Pradesh. please."
"Actually, We are waiting for the monsoon to arrive. right now."
"Sir, With a family of no dependents, we are struggling as a marginal farmer income household.??"
"To be honest, I belong to the seasonal income category and need financial help. immediately."
"Actually, I sell milk from my Honey Bees to the dairy. right now."
"Hello, I went to the bank to update my passbook. right now."
"To be honest, With 80,000 per year income, can I afford Sugarcane Harvester and Sheep?."
"Sir, My Yak and Tiger Prawns require a loan of 1.5 lakhs."
"Basically, I have an account in the local branch.."
"Actually, I need 99,000 from Canara Bank to buy Warehouse for my Laterite soil farm. please."
"To be honest, I possess a valid card proving my household income of 2 lakhs status. immediately."
"Basically, My Cows and Rohu require a loan of 15000. please."
I went to the bank to update my passbook. right now.
"Actually, If the rain continues, my Pearl Millet harvest will be delayed.??"
"Hello, We need better electricity supply during the day.??"
"Basically, My Goats shed needs repair before the Post-monsoon starts. immediately."
"To be honest, Please update my status from APML to EWS in the passbook. immediately."
"Basically, My 1 katha produces Carrot, which earns me 25,000 per month annually. immediately."
I grow Rubber and Sunflower on my half an acre of Magani land. right now.
"To be honest, 2 ghumaons of land is owned by my family in Banki.."
"Basically, We are a meager income family living in Halebidu.."
"Hello, With a family of Joint household, we are struggling as a high income household.??"
"Actually, Phalguna farming of Jackfruit requires Boom Sprayer and reliable irrigation. right now."
"Sir, We need better electricity supply during the day."
"Hello, With a family of 5 dependents, we are struggling as a household income of 2 lakhs household.??"
"Basically, Unless I receive the Bhavantar Bharpayee Yojana benefit, I cannot afford new seeds. right now."
"Sir, Is a family income of 1.5 lakhs per year eligible for this waiver? please."
"Basically, My total annual earnings from agriculture are 72,000 per year. please."
"To be honest, Please process my land record verification as soon as possible. please."
"Hello, The cooperative society meeting is at noon.."
"Hello, Being from the PVTG category, do I get extra benefits???"
"Basically, Under the UR category, my application was accepted.."
"Hello, My application was rejected due to missing documents. immediately."
"Sir, Since I fall under the seasonal income group, I cannot pay high interest. please."
"Basically, Since the market price for Brinjal dropped, I am switching to Mehsana Buffalo.??"
I am planning to start Shrimp farming..
"Sir, I want to ask about the interest rates. immediately."
"Hello, Is there a special quota for Vanniyar farmers?."
"My Cross-bred cows and Rohu require a loan of 7,50,000. immediately."
"Actually, I need to buy some seeds from the local shop. right now."
"To be honest, I want to ask about the interest rates."
"Actually, The soil is very dry this year. immediately."
"Sir, I went to the bank to update my passbook. immediately."
The weather has been very unpredictable lately. please.
"Sir, Is a family income of 1 lakh per annum eligible for this waiver? please."
"To be honest, My 5 hectares produces Mango, which earns me 4 lakhs per year annually.??"
"Sir, I need to go to the market tomorrow morning.."
"Sir, Under the Tribal category, my application was accepted.."
"To be honest, I went to the bank to update my passbook. right now."
"Hello, The Aryavart Bank sanctioned 40000 for PVC Pipes purchase. please."
"Hello, To improve my Chickpea yield, I need a Seedlings through the Livestock Insurance.??"
"Actually, My total annual earnings from agriculture are 50,000 yearly. right now."
"Actually, Dinesh from Bishnupur applied for Pradhan Mantri Fasal Bima Yojana and Kisan Uday Yojana. please."
"Basically, Thank you for your help yesterday. immediately."
"To be honest, The installments for the 75 thousand loan are becoming a burden.."
"To be honest, My application was rejected due to missing documents."
"Sir, Agriculture is the backbone of our economy.."
"Basically, I am repaying the half a lakh borrowed for my tractor. right now."
"To be honest, The cooperative society meeting is at noon. immediately."
"Basically, My family is classified as middle income in the government records. please."
"Actually, I have attached my seasonal income certificate with the application.."
"To be honest, Since I fall under the seasonal income group, I cannot pay high interest. right now."
"Actually, Naveen from Dhanas applied for National Livestock Mission and Job Card. immediately."
"Actually, My 1 acre produces Pineapple, which earns me 75,000 yearly annually."
"Hello, I went to the bank to update my passbook. please."
"Actually, I am repaying the 25k borrowed for my tractor.??"
"Actually, The field needs to be plowed before the rains. right now."
"Basically, A loan of 25 lakhs is being processed by the BoI. please."
"Sir, The fertilizer shop was closed today. right now."
"Sir, Into the Axis Bank account, the 2,000 per month was deposited. immediately."
"Sir, My Jamunapari shed needs repair before the Harvesting season starts."
I need to withdraw money for household expenses. right now.
"Hello, With 1,80,000 per year income, can I afford Pesticides and Pigs?."
"Basically, I want to register for registration under the new guidelines. right now."
Is the office open on Saturdays?.
"Hello, My son is studying in the city college.??"
"Sir, My Tharparkar and Rohu require a loan of 85,000.."
Farming is hard work but it is honest work.??
"Basically, We are expanding our Crabs business.."
"Hello, My application was rejected because I am not considered no regular income. right now."
"Basically, Can I get a subsidy for Crates if I own 1 guntha? immediately."
"Actually, The village meeting is scheduled for next week. immediately."
"To be honest, I have an account in the local branch. right now."
"Hello, We are a small farmer income family living in Shirdi.??"
"Actually, We are waiting for the monsoon to arrive. right now."
"Basically, Government benefits for household income of 2 lakhs families have not reached me yet. please."
"Sir, Manab from Hiware Bazar applied for Annadata Aay Sanrakshan Abhiyan and Bhavantar Bhugtan Yojana. please."
"To be honest, Does the YSR Free Crop Insurance cover both Apple and Cardamom damages? please."
"Basically, We need better electricity supply during the day. immediately."
The ESAF Small Finance Bank sanctioned 5 lakhs for Onion Chawl purchase..
"Sir, My family belongs to the Mali community in Erode. immediately."
"To be honest, Can you help me fill out this form???"
"Hello, I went to the bank to update my passbook. right now."
"Hello, My Broilers shed needs repair before the Sowing season starts.."
"Actually, I want to ask about the interest rates. immediately."
"Sir, I need to withdraw money for household expenses."
"Sir, The Indian Bank sanctioned 10,000 rupees for Crowbar purchase.??"
"Basically, My son is studying in the city college. immediately."
"Actually, With Rs. 2 lakhs annually income, can I afford Combine Harvester and Egg laying birds???"
"Basically, I need to withdraw money for household expenses."
"To be honest, We usually harvest in the early morning. right now."
"Actually, I need to go to the market tomorrow morning. please."
The Insecticides was purchased using the subsidy from Agriculture Infrastructure Fund. please.
"Actually, Wheat season farming of Rajma requires Boom Sprayer and reliable irrigation. please."
"To be honest, Is there any government help available for us? right now."
"Hello, Government benefits for high income families have not reached me yet. immediately."
"Basically, The Har Khet Ko Pani was applied for by my father last month.."
"To be honest, Given that my income is 60,000 per year, I qualify for the O.B.C. quota.??"
"To be honest, Sombari from Raghunathpur applied for Mandi Scheme and Mo Badi. right now."
"To be honest, We use Electric Pump and Cattle Shed for farming Ginger in the Rabi season.."
"Actually, We use Sulphur and Plastic Sheet for farming Chana in the Cutting time. immediately."
"Hello, We use Cold Storage and Onion Chawl for farming Fenugreek in the Rabi.."
"Actually, I went to the bank to update my passbook.??"
"Sir, I need to buy some seeds from the local shop. right now."
"To be honest, The village meeting is scheduled for next week. please."
"Under the Divyang category, my application was accepted. immediately."
"Basically, Is there any special subsidy on Sugarcane Harvester for average income households? please."
"Basically, I need to withdraw money for household expenses."
"Sir, I want to ask about the interest rates.."
"Sir, Does the bank offer lower interest rates for family income of 1 lakh applicants???"
"Hello, I need 85,000 from Axis Bank to buy HYV Seeds for my Hilly farm.."
"Sir, The soil is very dry this year. please."
I grow Bhindi and Sugarcane on my 1 bigha of Valley land. immediately.
"Actually, My application was rejected due to missing documents. right now."
"To be honest, I need 1.5L from Bandhan Bank to buy Certified Seeds for my Assurred irrigation farm.??"
"Hello, We use Potash and Goat Shed for farming Coriander in the Zaid season.."
"To be honest, The soil is very dry this year."
"Actually, To improve my Maize yield, I need a Electric Pump through the Pradhan Mantri Krishi Sinchai Yojana. right now."
"Sir, I am looking to purchase a Power Sprayer for my farm. immediately."
"Basically, Sunflower is what we primarily cultivate in this region. please."
"Hello, The field needs to be plowed before the rains.??"
My Cross-bred cows and Mrigal require a loan of 12 lakhs..
"To be honest, Transportation costs have gone up significantly. immediately."
"Basically, Is there any special subsidy on Mini Tractor for no regular income households???"
"Basically, I need to withdraw money for household expenses. immediately."
"Actually, We are waiting for the monsoon to arrive."
"Sir, Only seasonal income beneficiaries can apply for this balance check. please."
"Hello, My family is classified as daily wage earner in the government records.."
"To be honest, Our Zoroastrian customs are strictly followed in the village. please."
"Actually, I possess a valid card proving my average income status. right now."
"Hello, With 12,000 per month income, can I afford Brush Cutter and Surti Buffalo? right now."
"Basically, A loan of INR 2 lakhs is being processed by the IndusInd Bank.??"
"Hello, Can you check the status of my financial benefit? immediately."
"Hello, We usually harvest in the early morning.??"
"Actually, I want to ask about the interest rates."
"Actually, My family belongs to the Aguri community in Muzaffarnagar.??"
"Basically, I need to withdraw money for household expenses. immediately."
"Basically, The Shetkari Sanman Yojana is exclusively for EWS farmers. please."
"Hello, Water scarcity is a major issue in our village. right now."
"As a average income farmer, am I eligible for the Farm Mechanization Scheme?"
"Hello, The Calves need vaccination urgently.."
"To be honest, Only household income of 2 lakhs beneficiaries can apply for this interest waiver.??"
"Sir, By the end of Sowing season, the Cabbage will be ready for harvest. immediately."
"Sir, With a family of 5 dependents, we are struggling as a economically weaker section household. immediately."
"Sir, Is Crabs covered under the insurance scheme???"
"Sir, With 5 lakhs per year income, can I afford Goat Shed and Nellore? please."
"Hello, My request is regarding the Crop Insurance Scheme application. right now."
"Actually, Is there a special quota for Trading Community farmers???"
"Basically, The soil is very dry this year.."
"Basically, I went to the bank to update my passbook.."
"Actually, The cooperative society meeting is at noon.."
"Sir, The Mukhya Mantri Solar Pump Yojana is exclusively for seasonal income farmers. immediately."
Is there any government help available for us? right now.
"To be honest, Can you check the status of my subsidy???"
I have a pending debt of 5k with the cooperative. right now.
"To be honest, Who is the current sarpanch of this area?."
"Sir, The road to the farm is in bad condition. right now."
"Hello, Transportation costs have gone up significantly.??"
"Basically, Reddy, w/o Vijay, is the legal heir to this property. please."
"Hello, Before planting Bhindi, we must test the soil."
"Sir, My application was rejected due to missing documents.??"
"Basically, Can I get a subsidy for HDPE Pipes if I own 2 hectares? immediately."
"Actually, Before planting Masoor Dal, we must test the soil.."
"Actually, I need to buy some seeds from the local shop. right now."
"Hello, To improve my Chickpea yield, I need a Knapsack Sprayer through the Pashu Kisan Credit Card. please."
"To be honest, The road to the farm is in bad condition."
"Basically, The fertilizer shop was closed today.??"
"Hello, Farming is hard work but it is honest work. please."
"Sir, The bus service to the town is irregular. right now."
"Actually, Agriculture is the backbone of our economy. please."
"To be honest, With a family of Big family, we are struggling as a average income household.??"
"Basically, Thank you for your help yesterday. immediately."
The field needs to be plowed before the rains. right now.
"Hello, The Punjab National Bank sanctioned 1,00,000 for Plastic Crates purchase. please."
"To be honest, The fertilizer shop was closed today. please."
"Basically, Haria from Begunia applied for Bhavantar Bharpayee Yojana and Rythu Bandhu. immediately."
"To be honest, I grow Black Pepper and Black Pepper on my 5 ares of Wetland land.."
"Actually, The cooperative society meeting is at noon."
"Hello, I need to go to the market tomorrow morning. right now."
"Sir, Is there any special subsidy on Wheat Seeds for economically weaker section households? right now."
"Hello, We are expanding our Carp business. please."
"To be honest, I need ten thousand from Prathama UP Gramin Bank to buy Certified Seeds for my Single cropped farm.??"
"Hello, The bus service to the town is irregular.??"
The soil is very dry this year..
"To be honest, Please update my status from APML to BPL in the passbook. please."
"Sir, We use Tractor and Pesticides for farming Cardamom in the Post-monsoon."
"Actually, Is a family income of Rs. 6000 pm eligible for this waiver? please."
"Hello, I will come back next week to check. immediately."
"Sir, The weather has been very unpredictable lately.??"
How do I apply for Rashtriya Gokul Mission online? right now.
"Basically, The village meeting is scheduled for next week.."
"To be honest, I have an account in the local branch.."
"Sir, This season has been very difficult for us.??"
"Basically, I possess a valid card proving my average income status. right now."
"Sir, I need to go to the market tomorrow morning.."
"To be honest, I have attached my below poverty line certificate with the application.."
"Basically, By the end of Late Kharif, the Maize will be ready for harvest. please."
"Actually, We use Brush Cutter and Power Tiller for farming Banana in the Wet season. immediately."
"Actually, By the end of Chaitra, the Coriander will be ready for harvest.."
"Basically, I declared 1.5 lakhs per year on my income certificate. please."
"Basically, I need to go to the market tomorrow morning. right now."
"To be honest, Jamunapari rearing is considered profitable by many here.??"
Can I get a subsidy for Compost if I own 5 cents? immediately.
"Actually, I grow Peas and Sesame on my 1 lecha of Barani land. right now."
"Hello, We usually harvest in the early morning."
"To be honest, We use Sickle and HDPE Pipes for farming Black Pepper in the Pre-monsoon.."
"Sir, Who is the current sarpanch of this area? please."
"Hello, I need 95,000 from Central Bank of India to buy Milking Machine for my Tube-well irrigated farm. immediately."
"Sir, My Beehives shed needs repair before the Kartik starts.??"
"Basically, My application was rejected due to missing documents. right now."
"Hello, With a family of living with in-laws, we are struggling as a low income household.??"
